"mukey","grid.ids","n"
542113,317107,925
542113,317108,1502
542113,317109,1632
542113,317110,31
542113,318492,22
542113,318493,95
542114,315720,15
542114,315721,435
542114,315722,190
542114,315723,177
542114,315724,136
542114,317107,1801
542114,317108,836
542114,317109,841
542114,317110,33
542114,318492,46
542114,318493,13
542115,314335,49
542115,315720,23
542115,315721,129
542115,315722,125
542115,315724,435
542115,317106,105
542115,317107,98
542115,317108,34
542115,317109,227
542115,317110,236
542115,318493,15
542116,314335,62
542116,315720,17
542116,315721,921
542116,315722,78
542116,315724,963
542116,317106,21
542116,317107,453
542116,317108,325
542116,317109,867
542116,317110,613
542117,315722,53
542117,317107,72
542117,317108,67
542117,317109,56
542118,315720,4
542118,315721,75
542118,315722,114
542118,315724,136
542118,317106,1094
542118,317107,726
542118,317108,724
542118,317109,474
542118,317110,58
542118,318492,412
542119,314335,97
542119,315721,723
542119,315722,366
542119,315724,120
542119,317106,890
542119,317107,1530
542119,317108,630
542119,317109,546
542119,317110,36
542119,318492,292
542120,315721,402
542120,315724,32
542120,317106,352
542120,317107,490
542120,317108,940
542120,317109,223
542120,317110,48
542120,318492,199
542121,317109,34
542122,315721,11
542122,315723,21
542122,315724,6
542122,317107,21
542122,317108,4
542122,317109,11
542122,317110,14
542122,318492,12
542123,314335,90
542123,315720,214
542123,315721,926
542123,315722,877
542123,315723,122
542123,315724,18
542123,317106,413
542123,317107,1183
542123,317108,1422
542123,317109,725
542123,318492,116
542123,318493,15
542123,318494,56
542124,314335,20
542124,315721,470
542124,315722,339
542124,315723,50
542124,317106,70
542124,317107,755
542124,317108,1064
542124,317109,111
542125,315721,27
542125,315722,158
542125,317107,272
542125,317108,359
542125,317109,16
542126,314335,230
542126,315720,188
542126,315721,1037
542126,315722,128
542126,315723,135
542126,315724,34
542126,317106,290
542126,317107,388
542126,317108,37
542126,317109,619
542127,315721,1139
542127,315722,247
542127,315723,71
542127,315724,38
542127,317107,145
542127,317108,114
NA,NA,173279
