"mukey","grid.ids","n"
633071,268591,1137
633071,269974,40
633071,269975,1307
633071,269977,617
633071,271360,907
633071,271361,2331
633071,271362,473
633071,272746,866
633071,272747,163
708031,269976,91
886499,271360,49
1379907,267204,57
1379907,267205,53
1885362,269975,92
1885363,268589,46
1885363,268590,38
1885363,269974,45
1885363,269975,365
1885363,269976,208
1885363,269977,62
1885363,271361,28
1885363,272747,35
3180050,269975,120
3180050,269976,470
3180050,271361,140
3180050,272746,19
NA,NA,210594
